Malma Island Daily Mean Water Temperature 1 m 2013-12-31 23:00:00+00:00 1.86
Malma Island Daily Mean Water Temperature 1 m 2014-01-01 23:00:00+00:00 1.803
Malma Island Daily Mean Water Temperature 1 m 2014-01-02 23:00:00+00:00 1.848
Malma Island Daily Mean Water Temperature 1 m 2014-01-03 23:00:00+00:00 1.883
Malma Island Daily Mean Water Temperature 1 m 2014-01-04 23:00:00+00:00 1.961
Malma Island Daily Mean Water Temperature 1 m 2014-01-05 23:00:00+00:00 1.958
Malma Island Daily Mean Water Temperature 1 m 2014-01-06 23:00:00+00:00 2.017
Malma Island Daily Mean Water Temperature 1 m 2014-01-07 23:00:00+00:00 2.075
Malma Island Daily Mean Water Temperature 1 m 2014-01-08 23:00:00+00:00 2.14
Malma Island Daily Mean Water Temperature 1 m 2014-01-09 23:00:00+00:00 2.182
Malma Island Daily Mean Water Temperature 1 m 2014-01-10 23:00:00+00:00 2.142
Malma Island Daily Mean Water Temperature 1 m 2014-01-11 23:00:00+00:00 1.906
Malma Island Daily Mean Water Temperature 1 m 2014-01-12 23:00:00+00:00 1.49
Malma Island Daily Mean Water Temperature 1 m 2014-01-13 23:00:00+00:00 0.949
Malma Island Daily Mean Water Temperature 1 m 2014-01-14 23:00:00+00:00 0.786
Malma Island Daily Mean Water Temperature 1 m 2014-01-15 23:00:00+00:00 0.778
Malma Island Daily Mean Water Temperature 1 m 2014-01-16 23:00:00+00:00 0.723
Malma Island Daily Mean Water Temperature 1 m 2014-01-17 23:00:00+00:00 0.66
Malma Island Daily Mean Water Temperature 1 m 2014-01-18 23:00:00+00:00 0.512
Malma Island Daily Mean Water Temperature 1 m 2014-01-19 23:00:00+00:00 0.467
Malma Island Daily Mean Water Temperature 1 m 2014-01-20 23:00:00+00:00 0.442
Malma Island Daily Mean Water Temperature 1 m 2014-01-21 23:00:00+00:00 0.444
Malma Island Daily Mean Water Temperature 1 m 2014-01-22 23:00:00+00:00 0.45
Malma Island Daily Mean Water Temperature 1 m 2014-01-23 23:00:00+00:00 0.418
Malma Island Daily Mean Water Temperature 1 m 2014-01-24 23:00:00+00:00 0.398
Malma Island Daily Mean Water Temperature 1 m 2014-01-25 23:00:00+00:00 0.388
Malma Island Daily Mean Water Temperature 1 m 2014-01-26 23:00:00+00:00 0.436
Malma Island Daily Mean Water Temperature 1 m 2014-01-27 23:00:00+00:00 0.475
Malma Island Daily Mean Water Temperature 1 m 2014-01-28 23:00:00+00:00 0.462
Malma Island Daily Mean Water Temperature 1 m 2014-01-29 23:00:00+00:00 0.493
Malma Island Daily Mean Water Temperature 1 m 2014-01-30 23:00:00+00:00 0.499
Malma Island Daily Mean Water Temperature 1 m 2014-01-31 23:00:00+00:00 0.497
Malma Island Daily Mean Water Temperature 1 m 2014-02-01 23:00:00+00:00 0.476
Malma Island Daily Mean Water Temperature 1 m 2014-02-02 23:00:00+00:00 0.488
Malma Island Daily Mean Water Temperature 1 m 2014-02-03 23:00:00+00:00 0.525
Malma Island Daily Mean Water Temperature 1 m 2014-02-04 23:00:00+00:00 0.571
Malma Island Daily Mean Water Temperature 1 m 2014-02-05 23:00:00+00:00 0.595
Malma Island Daily Mean Water Temperature 1 m 2014-02-06 23:00:00+00:00 0.619
Malma Island Daily Mean Water Temperature 1 m 2014-02-07 23:00:00+00:00 0.65
Malma Island Daily Mean Water Temperature 1 m 2014-02-08 23:00:00+00:00 0.715
Malma Island Daily Mean Water Temperature 1 m 2013-12-31 23:00:00+00:00 1.86
Malma Island Daily Mean Water Temperature 1 m 2014-01-01 23:00:00+00:00 1.803
Malma Island Daily Mean Water Temperature 1 m 2014-01-02 23:00:00+00:00 1.848
Malma Island Daily Mean Water Temperature 1 m 2014-01-03 23:00:00+00:00 1.883
Malma Island Daily Mean Water Temperature 1 m 2014-01-04 23:00:00+00:00 1.961
Malma Island Daily Mean Water Temperature 1 m 2014-01-05 23:00:00+00:00 1.958
Malma Island Daily Mean Water Temperature 1 m 2014-01-06 23:00:00+00:00 2.017
Malma Island Daily Mean Water Temperature 1 m 2014-01-07 23:00:00+00:00 2.075
Malma Island Daily Mean Water Temperature 1 m 2014-01-08 23:00:00+00:00 2.14
Malma Island Daily Mean Water Temperature 1 m 2014-01-09 23:00:00+00:00 2.182
Malma Island Daily Mean Water Temperature 1 m 2014-01-10 23:00:00+00:00 2.142
Malma Island Daily Mean Water Temperature 1 m 2014-01-11 23:00:00+00:00 1.906
Malma Island Daily Mean Water Temperature 1 m 2014-01-12 23:00:00+00:00 1.49
Malma Island Daily Mean Water Temperature 1 m 2014-01-13 23:00:00+00:00 0.949
Malma Island Daily Mean Water Temperature 1 m 2014-01-14 23:00:00+00:00 0.786
Malma Island Daily Mean Water Temperature 1 m 2014-01-15 23:00:00+00:00 0.778
Malma Island Daily Mean Water Temperature 1 m 2014-01-16 23:00:00+00:00 0.723
Malma Island Daily Mean Water Temperature 1 m 2014-01-17 23:00:00+00:00 0.66
Malma Island Daily Mean Water Temperature 1 m 2014-01-18 23:00:00+00:00 0.512
Malma Island Daily Mean Water Temperature 1 m 2014-01-19 23:00:00+00:00 0.467
Malma Island Daily Mean Water Temperature 1 m 2014-01-20 23:00:00+00:00 0.442
Malma Island Daily Mean Water Temperature 1 m 2014-01-21 23:00:00+00:00 0.444
Malma Island Daily Mean Water Temperature 1 m 2014-01-22 23:00:00+00:00 0.45
Malma Island Daily Mean Water Temperature 1 m 2014-01-23 23:00:00+00:00 0.418
Malma Island Daily Mean Water Temperature 1 m 2014-01-24 23:00:00+00:00 0.398
Malma Island Daily Mean Water Temperature 1 m 2014-01-25 23:00:00+00:00 0.388
Malma Island Daily Mean Water Temperature 1 m 2014-01-26 23:00:00+00:00 0.436
Malma Island Daily Mean Water Temperature 1 m 2014-01-27 23:00:00+00:00 0.475
Malma Island Daily Mean Water Temperature 1 m 2014-01-28 23:00:00+00:00 0.462
Malma Island Daily Mean Water Temperature 1 m 2014-01-29 23:00:00+00:00 0.493
Malma Island Daily Mean Water Temperature 1 m 2014-01-30 23:00:00+00:00 0.499
Malma Island Daily Mean Water Temperature 1 m 2014-01-31 23:00:00+00:00 0.497
Malma Island Daily Mean Water Temperature 1 m 2014-02-01 23:00:00+00:00 0.476
Malma Island Daily Mean Water Temperature 1 m 2014-02-02 23:00:00+00:00 0.488
Malma Island Daily Mean Water Temperature 1 m 2014-02-03 23:00:00+00:00 0.525
Malma Island Daily Mean Water Temperature 1 m 2014-02-04 23:00:00+00:00 0.571
Malma Island Daily Mean Water Temperature 1 m 2014-02-05 23:00:00+00:00 0.595
Malma Island Daily Mean Water Temperature 1 m 2014-02-06 23:00:00+00:00 0.619
Malma Island Daily Mean Water Temperature 1 m 2014-02-07 23:00:00+00:00 0.65
Malma Island Daily Mean Water Temperature 1 m 2014-02-08 23:00:00+00:00 0.715
