Malma Island Daily Light Period Global Radiation 2013-12-31 23:00:00+00:00 32.85
Malma Island Daily Light Period Global Radiation 2014-01-01 23:00:00+00:00 52.75
Malma Island Daily Light Period Global Radiation 2014-01-02 23:00:00+00:00 12.21
Malma Island Daily Light Period Global Radiation 2014-01-03 23:00:00+00:00 11.26
Malma Island Daily Light Period Global Radiation 2014-01-04 23:00:00+00:00 11.42
Malma Island Daily Light Period Global Radiation 2014-01-05 23:00:00+00:00 22.43
Malma Island Daily Light Period Global Radiation 2014-01-06 23:00:00+00:00 23.82
Malma Island Daily Light Period Global Radiation 2014-01-07 23:00:00+00:00 11.4
Malma Island Daily Light Period Global Radiation 2014-01-08 23:00:00+00:00 31.73
Malma Island Daily Light Period Global Radiation 2014-01-09 23:00:00+00:00 15.21
Malma Island Daily Light Period Global Radiation 2014-01-10 23:00:00+00:00 27.98
Malma Island Daily Light Period Global Radiation 2014-01-11 23:00:00+00:00 40.09
Malma Island Daily Light Period Global Radiation 2014-01-12 23:00:00+00:00 29.69
Malma Island Daily Light Period Global Radiation 2014-01-13 23:00:00+00:00 63.03
Malma Island Daily Light Period Global Radiation 2014-01-14 23:00:00+00:00 40.89
Malma Island Daily Light Period Global Radiation 2014-01-15 23:00:00+00:00 56.77
Malma Island Daily Light Period Global Radiation 2014-01-16 23:00:00+00:00 47.78
Malma Island Daily Light Period Global Radiation 2014-01-17 23:00:00+00:00 57.29
Malma Island Daily Light Period Global Radiation 2014-01-18 23:00:00+00:00 27.91
Malma Island Daily Light Period Global Radiation 2014-01-19 23:00:00+00:00 41.17
Malma Island Daily Light Period Global Radiation 2014-01-20 23:00:00+00:00 35.08
Malma Island Daily Light Period Global Radiation 2014-01-21 23:00:00+00:00 41.45
Malma Island Daily Light Period Global Radiation 2014-01-22 23:00:00+00:00 57.48
Malma Island Daily Light Period Global Radiation 2014-01-23 23:00:00+00:00 47.1
Malma Island Daily Light Period Global Radiation 2014-01-24 23:00:00+00:00 45.01
Malma Island Daily Light Period Global Radiation 2014-01-25 23:00:00+00:00 53.77
Malma Island Daily Light Period Global Radiation 2014-01-26 23:00:00+00:00 79.2
Malma Island Daily Light Period Global Radiation 2014-01-27 23:00:00+00:00 75.5
Malma Island Daily Light Period Global Radiation 2014-01-28 23:00:00+00:00 54.41
Malma Island Daily Light Period Global Radiation 2014-01-29 23:00:00+00:00 58.77
Malma Island Daily Light Period Global Radiation 2014-01-30 23:00:00+00:00 21.92
Malma Island Daily Light Period Global Radiation 2014-01-31 23:00:00+00:00 27.31
Malma Island Daily Light Period Global Radiation 2014-02-01 23:00:00+00:00 27.3
Malma Island Daily Light Period Global Radiation 2014-02-02 23:00:00+00:00 34.9
Malma Island Daily Light Period Global Radiation 2014-02-03 23:00:00+00:00 42.16
Malma Island Daily Light Period Global Radiation 2014-02-04 23:00:00+00:00 21.23
Malma Island Daily Light Period Global Radiation 2014-02-05 23:00:00+00:00 37.37
Malma Island Daily Light Period Global Radiation 2014-02-06 23:00:00+00:00 24.11
Malma Island Daily Light Period Global Radiation 2014-02-07 23:00:00+00:00 46.35
