Malma Island Daily Air Temperature 2 2013-12-31 23:00:00+00:00 3.481
Malma Island Daily Air Temperature 2 2014-01-01 23:00:00+00:00 3.052
Malma Island Daily Air Temperature 2 2014-01-02 23:00:00+00:00 4.267
Malma Island Daily Air Temperature 2 2014-01-03 23:00:00+00:00 4.226
Malma Island Daily Air Temperature 2 2014-01-04 23:00:00+00:00 4.841
Malma Island Daily Air Temperature 2 2014-01-05 23:00:00+00:00 2.819
Malma Island Daily Air Temperature 2 2014-01-06 23:00:00+00:00 4.005
Malma Island Daily Air Temperature 2 2014-01-07 23:00:00+00:00 5.713
Malma Island Daily Air Temperature 2 2014-01-08 23:00:00+00:00 5.952
Malma Island Daily Air Temperature 2 2014-01-09 23:00:00+00:00 5.033
Malma Island Daily Air Temperature 2 2014-01-10 23:00:00+00:00 0.927
Malma Island Daily Air Temperature 2 2014-01-11 23:00:00+00:00 -2.479
Malma Island Daily Air Temperature 2 2014-01-12 23:00:00+00:00 -4.982
Malma Island Daily Air Temperature 2 2014-01-13 23:00:00+00:00 -4.932
Malma Island Daily Air Temperature 2 2014-01-14 23:00:00+00:00 -5.172
Malma Island Daily Air Temperature 2 2014-01-15 23:00:00+00:00 -5.358
Malma Island Daily Air Temperature 2 2014-01-16 23:00:00+00:00 -7.04
Malma Island Daily Air Temperature 2 2014-01-17 23:00:00+00:00 -7.61
Malma Island Daily Air Temperature 2 2014-01-18 23:00:00+00:00 -4.192
Malma Island Daily Air Temperature 2 2014-01-19 23:00:00+00:00 -3.721
Malma Island Daily Air Temperature 2 2014-01-20 23:00:00+00:00 -2.838
Malma Island Daily Air Temperature 2 2014-01-21 23:00:00+00:00 -3.658
Malma Island Daily Air Temperature 2 2014-01-22 23:00:00+00:00 -5.856
Malma Island Daily Air Temperature 2 2014-01-23 23:00:00+00:00 -6.345
Malma Island Daily Air Temperature 2 2014-01-24 23:00:00+00:00 -5.055
Malma Island Daily Air Temperature 2 2014-01-25 23:00:00+00:00 -4.057
Malma Island Daily Air Temperature 2 2014-01-26 23:00:00+00:00 -2.804
Malma Island Daily Air Temperature 2 2014-01-27 23:00:00+00:00 -1.816
Malma Island Daily Air Temperature 2 2014-01-28 23:00:00+00:00 -1.35
Malma Island Daily Air Temperature 2 2014-01-29 23:00:00+00:00 -3.961
Malma Island Daily Air Temperature 2 2014-01-30 23:00:00+00:00 -3.029
Malma Island Daily Air Temperature 2 2014-01-31 23:00:00+00:00 -3.862
Malma Island Daily Air Temperature 2 2014-02-01 23:00:00+00:00 0.266
Malma Island Daily Air Temperature 2 2014-02-02 23:00:00+00:00 1.521
Malma Island Daily Air Temperature 2 2014-02-03 23:00:00+00:00 1.719
Malma Island Daily Air Temperature 2 2014-02-04 23:00:00+00:00 0.851
Malma Island Daily Air Temperature 2 2014-02-05 23:00:00+00:00 0.881
Malma Island Daily Air Temperature 2 2014-02-06 23:00:00+00:00 0.842
Malma Island Daily Air Temperature 2 2014-02-07 23:00:00+00:00 2.013
Malma Island Daily Air Temperature 2 2014-02-08 23:00:00+00:00 2.943
Malma Island Daily Air Temperature 2 2013-12-31 23:00:00+00:00 3.481
Malma Island Daily Air Temperature 2 2014-01-01 23:00:00+00:00 3.052
Malma Island Daily Air Temperature 2 2014-01-02 23:00:00+00:00 4.267
Malma Island Daily Air Temperature 2 2014-01-03 23:00:00+00:00 4.226
Malma Island Daily Air Temperature 2 2014-01-04 23:00:00+00:00 4.841
Malma Island Daily Air Temperature 2 2014-01-05 23:00:00+00:00 2.819
Malma Island Daily Air Temperature 2 2014-01-06 23:00:00+00:00 4.005
Malma Island Daily Air Temperature 2 2014-01-07 23:00:00+00:00 5.713
Malma Island Daily Air Temperature 2 2014-01-08 23:00:00+00:00 5.952
Malma Island Daily Air Temperature 2 2014-01-09 23:00:00+00:00 5.033
Malma Island Daily Air Temperature 2 2014-01-10 23:00:00+00:00 0.927
Malma Island Daily Air Temperature 2 2014-01-11 23:00:00+00:00 -2.479
Malma Island Daily Air Temperature 2 2014-01-12 23:00:00+00:00 -4.982
Malma Island Daily Air Temperature 2 2014-01-13 23:00:00+00:00 -4.932
Malma Island Daily Air Temperature 2 2014-01-14 23:00:00+00:00 -5.172
Malma Island Daily Air Temperature 2 2014-01-15 23:00:00+00:00 -5.358
Malma Island Daily Air Temperature 2 2014-01-16 23:00:00+00:00 -7.04
Malma Island Daily Air Temperature 2 2014-01-17 23:00:00+00:00 -7.61
Malma Island Daily Air Temperature 2 2014-01-18 23:00:00+00:00 -4.192
Malma Island Daily Air Temperature 2 2014-01-19 23:00:00+00:00 -3.721
Malma Island Daily Air Temperature 2 2014-01-20 23:00:00+00:00 -2.838
Malma Island Daily Air Temperature 2 2014-01-21 23:00:00+00:00 -3.658
Malma Island Daily Air Temperature 2 2014-01-22 23:00:00+00:00 -5.856
Malma Island Daily Air Temperature 2 2014-01-23 23:00:00+00:00 -6.345
Malma Island Daily Air Temperature 2 2014-01-24 23:00:00+00:00 -5.055
Malma Island Daily Air Temperature 2 2014-01-25 23:00:00+00:00 -4.057
Malma Island Daily Air Temperature 2 2014-01-26 23:00:00+00:00 -2.804
Malma Island Daily Air Temperature 2 2014-01-27 23:00:00+00:00 -1.816
Malma Island Daily Air Temperature 2 2014-01-28 23:00:00+00:00 -1.35
Malma Island Daily Air Temperature 2 2014-01-29 23:00:00+00:00 -3.961
Malma Island Daily Air Temperature 2 2014-01-30 23:00:00+00:00 -3.029
Malma Island Daily Air Temperature 2 2014-01-31 23:00:00+00:00 -3.862
Malma Island Daily Air Temperature 2 2014-02-01 23:00:00+00:00 0.266
Malma Island Daily Air Temperature 2 2014-02-02 23:00:00+00:00 1.521
Malma Island Daily Air Temperature 2 2014-02-03 23:00:00+00:00 1.719
Malma Island Daily Air Temperature 2 2014-02-04 23:00:00+00:00 0.851
Malma Island Daily Air Temperature 2 2014-02-05 23:00:00+00:00 0.881
Malma Island Daily Air Temperature 2 2014-02-06 23:00:00+00:00 0.842
Malma Island Daily Air Temperature 2 2014-02-07 23:00:00+00:00 2.013
